step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
206,9,9,23.1,45.6,821,1.0,978.0,0,14.1,1.8,0,0,ppo,rl_v2,0,0
207,9,9,21.0,44.2,796,1.0,982.5,0,13.8,1.7,0,0,ppo,rl_v2,0,0
208,9,9,20.9,44.9,808,1.0,987.0,0,13.9,1.8,0,0,ppo,rl_v2,0,0
209,9,9,11.9,41.6,749,1.0,991.5,0,13.6,1.6,0,0,ppo,rl_v2,0,0
210,9,9,43.4,53.3,960,0.9933,996.0,0,14.4,2.1,0,0,ppo,rl_v2,0,0
211,9,9,33.3,50.8,914,0.9984,1000.5,0,14.2,2.0,0,0,ppo,rl_v2,0,0
212,9,9,29.0,46.8,842,1.0,1005.0,0,14.0,1.8,0,0,ppo,rl_v2,0,0
213,9,9,23.1,45.3,815,1.0,1009.5,0,14.2,1.8,0,0,ppo,rl_v2,0,0
214,9,9,17.9,43.9,791,1.0,1014.0,0,13.8,1.7,0,0,ppo,rl_v2,0,0
215,9,9,16.0,43.6,785,1.0,1018.5,0,14.0,1.7,0,0,ppo,rl_v2,0,0
216,9,9,16.1,43.1,776,1.0,1023.0,0,13.8,1.7,0,0,ppo,rl_v2,0,0
217,9,9,20.3,44.5,801,1.0,1027.5,0,13.8,1.7,0,0,ppo,rl_v2,0,0
218,9,9,12.2,40.8,735,1.0,1032.0,0,13.6,1.6,0,0,ppo,rl_v2,0,0
219,9,9,8.1,38.4,692,1.0,1036.5,0,13.6,1.5,0,0,ppo,rl_v2,0,0
220,9,9,13.6,41.9,755,1.0,1041.0,0,13.8,1.6,0,0,ppo,rl_v2,0,0
221,8,8,16.4,44.1,706,1.0,1045.0,1,14.3,1.7,0,0,ppo,rl_v2,0,0
222,9,8,16.4,43.4,694,1.0,1049.0,1,14.1,1.7,0,1,ppo,rl_v2,0,0
223,9,9,9.5,39.4,662,1.0,1053.5,0,13.8,1.4,0,0,ppo,rl_v2,0,0
224,9,9,11.6,43.8,735,1.0,1058.0,0,13.9,1.6,0,0,ppo,rl_v2,0,0
225,8,8,30.0,48.6,777,1.0,1062.0,1,14.1,1.9,0,0,ppo,rl_v2,0,0
226,9,8,24.1,45.8,732,1.0,1066.0,1,14.0,1.8,0,1,ppo,rl_v2,0,0
227,9,9,9.0,42.1,707,1.0,1070.5,0,13.8,1.5,0,0,ppo,rl_v2,0,0
228,9,9,11.8,44.2,743,1.0,1075.0,0,13.7,1.6,0,0,ppo,rl_v2,0,0
229,9,9,25.5,46.3,834,1.0,1079.5,0,13.9,1.8,0,0,ppo,rl_v2,0,0
230,9,9,23.6,47.0,846,1.0,1084.0,0,14.1,1.8,0,0,ppo,rl_v2,0,0
231,9,9,27.3,46.1,829,1.0,1088.5,0,14.0,1.8,0,0,ppo,rl_v2,0,0
